科室,疾病,ICD编码,备注1,备注2,ICDcode,现有241类疾病中已包括,gender,age,兼职人员,top0症状体征,关键症状体征,重要症状体征,普通症状体征,关键化验检查,重要化验检查,普通化验检查,delete,
儿童眼科,眼外伤,S05.902,,,S05,No,,,白莹,,眼外伤病史，角膜挫伤，虹膜睫状体挫伤，晶状体挫伤，玻璃体积血，脉络膜和视网膜挫伤，眼球裂伤，眼球穿透伤，眼异物，眼睑挫裂伤，泪小管断裂，眼眶骨折，眶出血，眶气肿，视神经损伤，酸碱化学伤，热烧伤，紫外线灼伤,疼痛，畏光，流泪，视力减退甚至丧失，基质层增厚，水肿，浑浊，瞳孔括约肌断裂，调节麻痹，近视力障碍，瞳孔扩大，复试，前房积血，眼压升高，角膜内皮损害，视物变形，前房变浅，黄斑水肿，虹膜震颤，高度远视，晶状体脱位，视网膜脱落，脉络膜破裂；视网膜水肿变白，角膜可变形；虹膜脱出，虹膜钱盾，晶状体破裂，白内障，眼后段损伤，眼痛，流泪，视力下降。眼内出血。眼眶淤血，水肿，泪小管断裂。眼眶骨折，眼眶出血，眼眶气肿。,,上皮缺损区荧光着色；B超：玻璃体内密集点状团状或条索状中低回声，视网膜或脉络膜或玻璃体后脱离；B超或CT：眼连续性回声中断，眼球变形，眼球体积缩小，眼球轴径缩短，眼内结构受损。裂隙灯或检眼镜前房角镜或三面镜检查见异物。X线或B超，CT：见异物。X线CT磁共振见眶内气体。,,,,
儿科,颅内损伤,,"[('脑损伤', 193), ('脑损伤后', 63), ('脑损伤后遗症', 45), ('早产儿脑损伤', 39), ('左侧脑损伤', 24)]",,S06,,,,,"颅内损伤,脑损伤,脑损伤后,脑损伤后遗症,早产儿脑损伤,左侧脑损伤",,"颅脑损伤,脑损伤","呼吸微弱,恶心,呕吐,血压下降,意识障碍,头痛,脑水肿,瞳孔异常,精神障碍,脉搏浅弱",超声：脑出血；脑积水等,磁共振：脑出血；脑积水等,CT：脑出血；脑积水等,,
儿科,头部其他和未特指的损伤,,"[('头皮血肿', 69), ('头部外伤', 35), ('头部外伤后', 28), ('头部血肿', 12), ('头皮疖疮', 5)]",,S09,,,,,"头部其他和未特指的损伤,头皮血肿,头部外伤,头部外伤后,头部血肿,头皮疖疮",,"头皮包块,头皮疖疮,头部损伤,头皮血肿,头皮脱伤,头皮裂伤,头部外伤,头部血肿",,体格检查,病史采集,超声：局部异常,,
儿童骨科,寰枢椎脱位,S13.103 ,,,S13,No,,,刘延青,,颈痛，颈枕部疼痛，头晕，头痛，眩晕，恶心呕吐，视力障碍，活动受限,头部向一侧倾斜，斜颈，颈髓压迫，延髓压迫，四肢麻木，颈部肌肉萎缩，手指精细功能障碍，行路不稳，踩棉花感，四肢运动麻痹，吞咽困难，,脊髓压迫，血管压迫，瘫痪，全身症状，高热,,,白细胞升高,,
儿童骨科,腰部疾病,S30-S39,,,S30,No,,,刘延青,,腰部胀痛，腰部麻木，腰部疲乏感，弯腰受限,腰椎骨质增生，腰椎间盘脱出，腰部关节畸形，腰背痛，腰部酸痛，腰部神经痛，肌肉僵硬，背部僵直，腰背麻木，下肢剧烈麻痛、灼痛、腰抽痛、腰串痛,脊髓压迫，间歇性跛行症状，畸形,,,白细胞升高，贫血等,,
儿童骨科,骨折,S32，S42，S52，S62，S72,,,S42,No,,,刘延青,,局部疼痛，局部肿胀，局部瘀斑，畸形，异常活动,外伤史，关节活动障碍，功能障碍，休克，发热，脂肪栓塞综合征,肌肉急性缺血坏死，神经失营养麻痹，血管损伤，局部水肿，神经损伤,白细胞升高，失血性贫血,血钙升高，血磷降低，碱性磷酸酶升高,,,
儿童骨科,手外伤,S69.900,,,S69,No,,,刘延青,,皮肤损伤，手出血，手疼痛，手麻木，肌腱损伤,外伤史，手部关节损伤，手部功能障碍，手部关节活动障碍，手部神经损伤，手部血管损伤,全身症状，贫血、休克,,,白细胞升高，贫血等,,
儿童骨科,髋关节脱位,S73.000 ,,,S73,No,,,刘延青,,髋关节前脱位，髋关节后脱位，髋关节中心脱位,外伤史，髋部疼痛，髋部肿胀，髋部功能障碍，髋关节疼痛，髋关节不能自主活动，髋关节自主活动受限，患肢缩短，髋关节畸形，坐骨神经损伤，足下垂，趾背伸无力，足背外侧感觉障碍,出血性休克，内脏损伤，假性瘫痪,,,白细胞升高，贫血等,,
儿童骨科,关节损伤,"S43,S53,S83,S93",,,S83,No,,,刘延青,,关节疼痛，关节肿胀，关节肿块，关节脱位,外伤史，骨折，周围神经损伤，肌肉萎缩，挛缩畸形，关节功能障碍，关节屈曲，外伤史,骨质疏松,0,0,白细胞升高,,
儿童骨科,足部骨折,S92.900 ,,,S92,No,,,刘延青,,足部疼痛，足部肿胀，足部皮肤损伤，足部关节畸形，足部骨擦音，足部骨擦感,足部活动剧痛，足部关节活动障碍，足部关节功能障碍，,足部缺血性坏死,,,白细胞升高，贫血等,,
儿童呼吸科,气管异物,T17.400,,,T17,No,,,嘉敏,,异物吸入病史,剧烈咳嗽、憋气、窒息,,X线检查气管有不透光异物,CT检查气管有不透光异物,,,
儿童口腔科,拔牙,T81.027 ,,,T81,No,,,白莹,,,严重龋病，严重牙周病，牙髓坏死，多生牙，错位牙，埋伏牙，牙列拥挤，磨牙颊向错位致口腔溃疡，阻生牙，牙外伤，乳牙滞留，病灶牙，四环素牙等,,,,,,
儿童保健科,儿童保健,Z00.100,,,Z00,No,,12,嘉敏,儿童保健,,儿童保健,,,,,,
妇产科,无主诉或诊断报告的人接受的其他特殊检查和调查,,"[('孕前检查', 834), ('检查', 587), ('妇科检查', 304), ('复查', 60), ('查体', 33)]",,Z01,,,4,,"孕前检查,检查,妇科检查,复查,查体",,"检查,复查",,,,,,
妇产科,避孕问题,,"[('IUD', 1955), ('分粘', 789), ('安曼月乐环后', 220), ('安环', 203), ('取环', 181)]",,Z30,,2,4,,"避孕问题,IUD,分粘,安曼月乐环后,安环,取环",,"宫内节育,安环,避孕,结扎",,,,,,
妇产科,生育问题,,"[('生育咨询', 100), ('生育', 24), ('咨询供精', 1), ('人工授精', 1), ('隐睾咨询', 1)]",,Z31,,,4,,"生育问题,生育咨询,生育,咨询供精,人工授精,隐睾咨询",,"人工受精,精子计数,生育咨询,绝育术,输卵管疏通",,,,,,
生殖医学中心,试管婴儿,Z33.x02,,,Z33,No,,4,苏秀梅,,主要针对输卵管性不孕症、原因不明的不孕症、子宫内膜异位症、男性因素不育症、排卵异常、宫颈因素等不孕症,并发症：卵巢过度刺激综合征（腹胀、卵巢增大、大量胸腹腔积液、电解质紊乱）；多胎妊娠；流产；胎停,,B超检测胎儿宫内情况及附件有无变化；电解质紊乱、血白蛋白下降,,,,
妇产科,高危妊娠监督,,"[('胚胎停育', 930), ('胎停', 203), ('胚胎停育史', 150), ('胚胎停育清宫', 48), ('胚胎停育后', 3)]",,Z35,,2,4,,"高危妊娠监督,胚胎停育,胎停,清宫",,"雌孕激素下降,胚胎死亡,胚胎停育,阴道出血",,彩超：顶臀长5mm-40mm之间无胎心，胎囊16mm-45mm之间，胎囊增加＜2mm/5天或＜3mm/7天,,,,
产科,产前检查,Z36.900 ,,,Z36,No,2,4,,产前检查，产检,,产前检查，产检,,,,,,
产科,分娩,Z37.900 ,,,Z37,No,2,4,苏秀梅,,规律宫缩、宫口扩张、胎头下降、胎膜破裂,宫颈扩张期，胎儿娩出期，胎盘娩出期，,分娩，精神心理因素差,,,,,
整形美容科 ,非以改善健康状况为目的的操作,Z41,,,Z41,No,,,唐晓昱,,阴道再造，会阴整形，鼻梁成形，重睑，眼袋，颧骨增高，隆胸，隆乳，腹壁松弛整形，缩乳，乳房再造，巨乳，注射美容，,脂肪抽吸，自体脂肪移植，自体脂肪软组织填充，抽脂减肥，美容，面部皱纹,,,,,,
整形美容科 ,涉及整形手术的随诊医疗,Z42,,,Z42,No,,,唐晓昱,,,缺损修复，畸形修复，瘢痕修复,,,,,,
儿童口腔科,下颌整形,Z42.009 ,,,Z42.009 ,No,,,白莹,,下颌前突，地包天，下颏后缩，鸟嘴畸形，下颌缘肥大、下颌缘弯曲不平，下颌角肥大，下颌角外翻，下颌角内番，下颌角双侧不对称，面部倾斜，咬合异常,,,,,,1,
儿童耳鼻咽喉科,耳部整形,Z42.010 ,,,Z42.010 ,No,,,白莹,,,耳廓畸形，招风耳，菜花耳，杯状耳，隐耳，无耳，副耳，多耳，小耳畸形，巨耳，外耳道狭窄，外耳道闭锁,,,,,1,
儿童口腔科,口腔修复,Z42.952,,,Z42.952,No,,,白莹,,镶牙，牙的种植修复，牙的粘结修复，牙的美学修复,镶牙。牙体缺损，龋齿，外伤，磨损，酸蚀，牙发育畸形；牙列缺损，龋，牙周病，外伤，炎症，肿瘤手术，牙列缺失，龋，牙周病，不良修复体，发育异常，颌面缺损，唇裂、腭裂，外伤，肿瘤手术，放疗，口腔炎症；颞下颌关节紊乱病，咀嚼肌疼痛，开口障碍，关节声响,,,,,1,
儿童口腔科,补牙,Z46.300 ,,,Z46,No,,,白莹,,,龋齿、楔状缺损，牙外伤，牙折,,,,,,
儿童临床心理科,心理咨询,Z50.400 ,,,Z50,No,,,嘉敏,心理咨询,,,,,,,,
其他,"为其他咨询和医疗指导而与保健机构接触的人,不可归类在他处者",,"[('咨询', 8915), ('结果咨询', 270), ('产前咨询', 236), ('孕前咨询', 86), ('孕妇咨询', 20)]",,Z71,,,,,"咨询,结果咨询,产前咨询,孕前咨询,孕妇咨询",,咨询,,,,,,
,淋球菌感染,,,,A54,,,,,,,尿道刺痒、分泌脓性分泌物、无精症、重度少精症,,,,,,
,滴虫病[毛滴虫病],,,,A59,,,,,,,排尿发痒、排尿痛、,尿道口处发热,,,,,
,由衣原体引起的其他疾病,,,,A74,,,,,,,沙眼，有流泪，眼睑出现脓性分泌物、结膜充血、滤泡，泌尿道感染，尿频，尿急、排尿不畅、尿道黏膜充血、尿道分泌物增加，腹股沟淋巴结疼痛肿大、皮肿,腹痛、腹泻、里急后重、便脓血、腰背痛、寒战、高热、全身不适、乏力、低热、食欲不振,,,,,
,"中枢神经系统的其他病毒性感染,不可归类在他处者",,,,A88,,,,,,,昏迷、频繁惊厥发作、出现异常动作、幻觉、全身感染症候、发作性尖声咀嚼、精神萎靡、反应迟钝、惊厥发作、颈强直、木僵状态,高热、发热、头痛、轻度鼻咽炎、腹痛、恶心、呕吐、,,,,,
,带状疱疹,,,,B02,,,,,,Ramsay-Hunt综合征，面瘫，耳痛及外耳道疱疹，胸腹或腰部带状疱疹、不规则或椭圆形红斑、红斑上发生水疱,簇集性小水疱、神经痛、发疹部位有疼痛、烧灼感,低热、乏力症状、牙痛,,,,,
,病毒性疣,,,,B07,,,,,,,针尖大的丘疹、豌豆大丘疹、多呈圆形、表面角化粗糙、灰黄色、呈刺状丘疹、米粒大的扁平丘疹,,,,,,
,皮肤癣菌病,,,,B35,,,,,,水疱鳞屑、角化过度型、浸渍糜烂、头癣、体股癣、手足癣、甲癣,,,,,,,
,其他浅部真菌病,,,,B36,,,,,,,足部痒、起水疱、脱屑、皮肤增厚、糜烂流水、有臭味、头皮出现丘疹、鳞屑、头皮瘙痒，头发易断、手指或掌心发痒，出现小水疱、干燥脱屑、粗糙增厚、颈、胸背、腋窝等郁倚出现斑疹，表面化有少量鳞屑、腹股沟或身体其他部位瘙痒、出现环状皮损、边缘有鳞屑,,,,,,
,未特指的真菌病,,,,B49,,,,,,真菌病，真菌感染,,,,,,,
,蛔虫病,,,,B77,,,,,,,脐周阵发性疼痛、腹痛、腹肌紧张与压痛,食欲减退、恶心、消化不良，烦躁不安、荨麻疹、腹泻、便秘、常突然发生，按之无压痛、惊厥、夜惊、磨牙、异食癖,,,,,
,未特指的肠道寄生虫病,,,,B82,,,,,,,肛门搔痒、眨眼不安、食欲不振、多食易饥、异食癖、腹痛脐周、现红点状丘疹或小水泡、烧灼、针刺感、奇痒,咳嗽、胸闷、血丝痰,,,,,
,缺铁性贫血,,,,D50,,,,,,,苍白、口腔眼睑黏膜苍白、脸色蜡黄、毛发干燥、精神烦躁、厌食、消化不良,乏力、易倦、头晕、头痛、眼花、耳鸣、心悸、气短、纳差、心率增快,,,,,
,临床症状不明显[亚临床]的碘缺乏性甲状腺功能减退症,,,,E02,,,,,,,唇厚舌大、颈短、双下肢短小、面容粗鲁，额皱增多、头发干粗、眼睑浮肿，鼻梁塌，腹胀、双下肢可有粘液性水肿、皮温低、,干燥、心动过缓、智力低下、吞咽困难、哭声粗、骨龄落后、肌张力下降,,,,,
,其他甲状腺功能减退症,,,,E03,,,,,,甲减，甲状腺功能减退，黏液性水肿，黏液水肿,皮肤干燥、体液储留、代谢减低，体重增加、心力衰竭、心包积液、生育力下降、性欲下降、胃肠蠕动减弱、便秘,,,,,,
,其他B族维生素缺乏病,,,,E53,,,,,,,唇炎、舌炎、口角炎,,,,,,
,维生素D缺乏病,,,,E55,,,,,,维生素D缺乏,骨软化，佝偻病，X形腿，O形腿，鸡胸，出牙延迟，长牙晚，手足抽搐，长骨干骺端软骨板钙化不全，骨组织钙化不全,,,,,,
,其他维生素缺乏病,,,,E56,,,,,,维生素A缺乏病、维生素B2缺乏病、烟酸缺乏病,维生素A缺乏病、维生素B2缺乏病、烟酸缺乏病,,,,,,
,饮食性锌缺乏,,,,E60,,,,,,,生长发育停滞、体格矮小、性发育延迟、异嗜癖、易发生感染、反复口腔溃疡、创伤愈合迟缓、视敏度降低,食欲不振、厌食、地图舌、,,,,,
,其他营养元素缺乏,,,,E61,,,,,,,食欲不振、厌食、贫血,,,,,,
,脂蛋白代谢紊乱和其他脂血症,,,,E78,,,,,,高脂血症，高胆固醇血症，脂蛋白代谢紊乱,肥胖、冠心病(包括心肌梗塞、心绞痛及猝死)病史,,,,,,
,抑郁发作,,,,F32,,,,,,,情绪低落、快感缺乏、悲伤哭泣、担心多虑、胆小害怕、烦躁不安、易激惹发火、,食欲下降、易发怒、注意力不集中、失去生活自理的能力,,,,,
,分离[转换]性障碍,,,,F44,,,,,,,突然不能回忆起重要的个人经历、个体身份的遗忘、非计划内的旅行漫游、长时间维持固定的姿势，仰卧或坐着,时哭时笑、吵闹、对光线，声音和疼痛刺激没有反应、抽搐发作无规律性、呼吸阵发性加快、脸色略潮红、肌张力紊乱、肌无力、舞蹈样动作,,,,,
,其他神经症性障碍,,,,F48,,,,,,,神智迷懵、健忘殊甚、目呆语迟、口唇颤抖,,,,,,
,睑腺炎和睑板腺囊肿,,,,H00,,,,,,近睑缘处可触及硬结,硬结压痛,眼睑皮肤潮红、肿胀、疼痛,,,,,
,外耳炎,,,,H60,,,,,,,耳朵肿胀、耳朵疼痛、耳朵流水、耳朵反复流液、顽固性耳朵痒,,,,,,
,外耳的其他疾患,,,,H61,,,,,,,外耳道湿疹、先天外耳道闭锁,,,,,,
,前庭功能疾患,,,,H81,,,,,,,阵发性眩晕、旋转型眩晕、波动性听力下降,呕吐、耳鸣、耳闷胀感,,,,,
,慢性缺血性心脏病,,,,I25,,,,,,心前区疼痛，劳累或情绪激动后发作，胸痛放散至肩背部和手臂,胸骨后不适，胸骨后疼痛，心前区不适，,心包摩擦音，心音减弱,,,,,
,急性细支气管炎,,,,J21,,,,,,三凹征，细湿啰音，呼吸急促，喘憋，呼气延长，,喘鸣，鼻翼煽动，胸廓收缩，阵发性干咳，喘鸣音,发热,,,,,
,慢性鼻窦炎,,,,J32,,,,,,嗅觉障碍,脓鼻涕，鼻塞,头痛，痰多，咽喉异物感,,,,,
,埋伏牙和阻生牙,,,,K01,,,,,,埋伏牙，阻生牙,牙萌出困难,,,,,,
,特应性皮炎,,,,L20,,,,,,湿疹，,皮疹，瘙痒，鳞屑性斑片，白色糠疹,有哮喘，有过敏性鼻炎,,,,,
,脂溢性皮炎,,,,L21,,,,,,,毛囊周围炎性丘疹，暗红色斑片，覆盖油腻的鳞屑或痂皮,轻度瘙痒,,,,,
,瘙痒(症),,,,L29,,,,,,,瘙痒，痒,,,,,,
,玫瑰糠疹,,,,L42,,,,,,玫瑰色淡红斑，黄褐色斑片，糠秕样鳞屑，,剧烈瘙痒，鳞屑，丘疹，斑丘疹,,,,,,
,外分泌汗腺疾患,,,,L74,,,,,,痱，痱子,无汗症，少汗症，红鼻肉芽肿,,,,,,
,膝关节病,,,,M17,,,,,,膝关节病,骨关节炎，滑膜炎，髌骨软化症，半月板损伤,,,,,,
,成纤维细胞疾患,,,,M72,,,,,,,筋膜炎，纤维瘤，筋膜脓肿，筋膜挛缩，指节垫，筋膜纤维瘤，,,,,,,
,肩损害,,,,M75,,,,,,"肩周炎,肩损伤","肩关节囊炎,肩滑囊炎，二头肌腱炎，肩腱鞘炎，冈上肌撕裂，冈上肌综合征",,,,,,
,骨质疏松伴有病理性骨折,,,,M80,,,,,,骨质疏松,骨脱钙,,,,,,
,骨质疏松不伴有病理性骨折,,,,M81,,,,,,骨质疏松,骨脱钙,,,,,,
,"子宫其他非炎性疾患,除外宫颈",,,,N85,,2,345,,,子宫糜烂，宫颈糜烂,子宫内膜增生，子宫腺肌病，子宫黏连，子宫前倾，子宫后倾，子宫侧倾，子宫穿孔，子宫破裂，子宫积雪子宫憩室，子宫囊肿，子宫内膜萎缩，子宫肿物，巧克力囊肿,,,,,,
,无月经、月经过少和月经稀少,,,,N91,,2,345,,,,闭经，无月经，月经少，,,,,,,
,异位妊娠,,,,O00,,2,345,,,异位妊娠，宫外孕，,卵巢妊娠，输卵管妊娠，宫颈妊娠，子宫角妊娠,,,,,,
,葡萄胎[水泡状胎块],,,,O01,,2,345,,,葡萄胎,滋养细胞肿瘤，滋养细胞病,,,,,,
,受孕的其他异常产物,,,,O02,,2,345,,,,稽留流产，胎块，,,,,,,
,医疗性流产,,,,O04,,2,345,,,医疗性流产,流产,,,,,,
,流产、异位妊娠和葡萄胎妊娠后的并发症,,,,O08,,2,345,,,流产后感染，流产后腹膜炎，流产后盆腔感染，流产后子宫内膜炎，流产后休克，流产后腹痛,异位妊娠后过度出血，流产后肺栓塞，流产后空气栓塞，流产后羊水栓塞,,,,,,
,为主要与妊娠有关的其他情况给予的孕产妇医疗,,,,O26,,2,345,,,,妊娠合并肝病，妊娠合并肾病，妊娠疱疹，孕产妇低血压，妊娠期体重,,,,,,
